0.0000	1.00000000
0.0050	0.99004983
0.0100	0.98019867
0.0150	0.97044553
0.0200	0.96078944
0.0250	0.95122942
0.0300	0.94176453
0.0350	0.93239382
0.0400	0.92311635
0.0450	0.91393119
0.0500	0.90483742
0.0550	0.89583414
0.0600	0.88692044
0.0650	0.87809543
0.0700	0.86935824
0.0750	0.86070798
0.0800	0.85214379
0.0850	0.84366482
0.0900	0.83527021
0.0950	0.82695913
0.1000	0.81873075
0.1050	0.81058425
0.1100	0.80251880
0.1150	0.79453360
0.1200	0.78662786
0.1250	0.77880078
0.1300	0.77105159
0.1350	0.76337949
0.1400	0.75578374
0.1450	0.74826357
0.1500	0.74081822
0.1550	0.73344696
0.1600	0.72614904
0.1650	0.71892373
0.1700	0.71177032
0.1750	0.70468809
0.1800	0.69767633
0.1850	0.69073433
0.1900	0.68386141
0.1950	0.67705687
0.2000	0.67032005
0.2050	0.66365025
0.2100	0.65704682
0.2150	0.65050909
0.2200	0.64403642
0.2250	0.63762815
0.2300	0.63128365
0.2350	0.62500227
0.2400	0.61878339
0.2450	0.61262639
0.2500	0.60653066
0.2550	0.60049558
0.2600	0.59452055
0.2650	0.58860497
0.2700	0.58274825
0.2750	0.57694981
0.2800	0.57120906
0.2850	0.56552544
0.2900	0.55989837
0.2950	0.55432728
0.3000	0.54881164
0.3050	0.54335087
0.3100	0.53794444
0.3150	0.53259180
0.3200	0.52729242
0.3250	0.52204578
0.3300	0.51685133
0.3350	0.51170858
0.3400	0.50661699
0.3450	0.50157607
0.3500	0.49658530
0.3550	0.49164420
0.3600	0.48675226
0.3650	0.48190899
0.3700	0.47711392
0.3750	0.47236655
0.3800	0.46766643
0.3850	0.46301307
0.3900	0.45840601
0.3950	0.45384480
0.4000	0.44932896
0.4050	0.44485807
0.4100	0.44043165
0.4150	0.43604929
0.4200	0.43171052
0.4250	0.42741493
0.4300	0.42316208
0.4350	0.41895155
0.4400	0.41478291
0.4450	0.41065575
0.4500	0.40656966
0.4550	0.40252422
0.4600	0.39851904
0.4650	0.39455371
0.4700	0.39062784
0.4750	0.38674102
0.4800	0.38289289
0.4850	0.37908304
0.4900	0.37531110
0.4950	0.37157669
0.5000	0.36787944
0.5050	0.36421898
0.5100	0.36059494
0.5150	0.35700696
0.5200	0.35345468
0.5250	0.34993775
0.5300	0.34645581
0.5350	0.34300852
0.5400	0.33959553
0.5450	0.33621649
0.5500	0.33287108
0.5550	0.32955896
0.5600	0.32627979
0.5650	0.32303326
0.5700	0.31981902
0.5750	0.31663677
0.5800	0.31348618
0.5850	0.31036694
0.5900	0.30727874
0.5950	0.30422126
0.6000	0.30119421
0.6050	0.29819728
0.6100	0.29523017
0.6150	0.29229258
0.6200	0.28938422
0.6250	0.28650480
0.6300	0.28365403
0.6350	0.28083162
0.6400	0.27803730
0.6450	0.27527078
0.6500	0.27253179
0.6550	0.26982006
0.6600	0.26713530
0.6650	0.26447726
0.6700	0.26184567
0.6750	0.25924026
0.6800	0.25666078
0.6850	0.25410696
0.6900	0.25157855
0.6950	0.24907530
0.7000	0.24659696
0.7050	0.24414328
0.7100	0.24171402
0.7150	0.23930892
0.7200	0.23692776
0.7250	0.23457029
0.7300	0.23223627
0.7350	0.22992549
0.7400	0.22763769
0.7450	0.22537266
0.7500	0.22313016
0.7550	0.22090998
0.7600	0.21871189
0.7650	0.21653567
0.7700	0.21438110
0.7750	0.21224797
0.7800	0.21013607
0.7850	0.20804518
0.7900	0.20597510
0.7950	0.20392561
0.8000	0.20189652
0.8050	0.19988761
0.8100	0.19789870
0.8150	0.19592957
0.8200	0.19398004
0.8250	0.19204991
0.8300	0.19013898
0.8350	0.18824707
0.8400	0.18637398
0.8450	0.18451952
0.8500	0.18268352
0.8550	0.18086579
0.8600	0.17906615
0.8650	0.17728441
0.8700	0.17552040
0.8750	0.17377394
0.8800	0.17204486
0.8850	0.17033299
0.8900	0.16863815
0.8950	0.16696017
0.9000	0.16529889
0.9050	0.16365414
0.9100	0.16202575
0.9150	0.16041357
0.9200	0.15881743
0.9250	0.15723717
0.9300	0.15567263
0.9350	0.15412366
0.9400	0.15259011
0.9450	0.15107181
0.9500	0.14956862
0.9550	0.14808039
0.9600	0.14660696
0.9650	0.14514820
0.9700	0.14370395
0.9750	0.14227407
0.9800	0.14085842
0.9850	0.13945686
0.9900	0.13806924
0.9950	0.13669543
